City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
200,Praia,14.9215,-23.5087,69.8,73,75,20.71,CV,2021-01-14 02:46:48
201,Ngorongoro,-3.2397,35.4875,49.87,100,5,2.66,TZ,2021-01-14 02:46:48
202,New Norfolk,-42.7826,147.0587,73.99,46,73,5.99,AU,2021-01-14 02:46:48
203,Port Blair,11.6667,92.75,80.85,66,0,11.41,IN,2021-01-14 02:46:49
204,Port Elizabeth,-33.918,25.5701,69.8,88,90,11.5,ZA,2021-01-14 02:46:49
205,Weihe,32.9952,105.3247,39.69,63,0,4.83,CN,2021-01-14 02:46:49
206,Linden,6.0,-58.3,73.4,94,20,1.5,GY,2021-01-14 02:45:04
207,Mayo,38.8876,-76.5119,35.01,100,1,6.2,US,2021-01-14 02:46:49
208,Flinders,-34.5833,150.8552,91.0,60,18,4.0,AU,2021-01-14 02:46:10
209,Portland,45.5234,-122.6762,46.99,71,90,5.75,US,2021-01-14 02:46:49
210,Bambous Virieux,-20.3428,57.7575,80.01,88,75,6.91,MU,2021-01-14 02:46:49
211,Jacksonville,30.3322,-81.6556,48.99,81,75,9.22,US,2021-01-14 02:42:17
212,Roros,62.5747,11.3842,-5.8,77,90,2.3,NO,2021-01-14 02:46:49
213,Chuy,-33.6971,-53.4616,62.29,64,0,8.88,UY,2021-01-14 02:44:21
214,Kuchera,26.9839,73.9719,55.81,34,0,4.29,IN,2021-01-14 02:46:49
215,Quang Ngai,15.1167,108.8,68.11,71,96,5.19,VN,2021-01-14 02:46:49
216,Aksay,47.26,39.87,34.0,93,75,11.18,RU,2021-01-14 02:46:49
217,Berlevag,70.8578,29.0864,26.06,96,97,21.45,NO,2021-01-14 02:46:49
218,Manokwari,-0.8667,134.0833,84.76,69,100,6.82,ID,2021-01-14 02:44:37
219,Ilulissat,69.2167,-51.1,24.8,86,90,13.8,GL,2021-01-14 02:46:49
220,Porto Novo,6.4965,2.6036,80.6,89,40,9.22,BJ,2021-01-14 02:42:54
221,Vostok,46.4856,135.8833,1.11,90,100,7.11,RU,2021-01-14 02:46:49
222,Ulladulla,-35.35,150.4667,90.0,48,0,9.22,AU,2021-01-14 02:45:31
223,Nanortalik,60.1432,-45.2371,29.05,94,100,10.4,GL,2021-01-14 02:46:50
224,Severo-Kurilsk,50.6789,156.125,21.88,82,52,2.37,RU,2021-01-14 02:46:50
